Station,Year,Month,Day,date,station,year,month,Mean Wind Speed (km/h),Max Wind Speed (km/h),StationType,StationName,geometry
Pasir Panjang,2022,12,25,2022-12-25,S116,2022,12,17.8,45,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2022,12,26,2022-12-26,S116,2022,12,21.1,53,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2022,12,27,2022-12-27,S116,2022,12,17.8,46.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2022,12,28,2022-12-28,S116,2022,12,19.7,47.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2022,12,29,2022-12-29,S116,2022,12,18.1,47.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2022,12,30,2022-12-30,S116,2022,12,18.7,54.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2022,12,31,2022-12-31,S116,2022,12,22.4,63.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,1,2023-01-01,S116,2023,1,17.4,43.2,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,2,2023-01-02,S116,2023,1,19.2,52.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,3,2023-01-03,S116,2023,1,18.2,40.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,4,2023-01-04,S116,2023,1,21.9,52.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,5,2023-01-05,S116,2023,1,20.4,48.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,6,2023-01-06,S116,2023,1,20.6,47.2,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,7,2023-01-07,S116,2023,1,21.4,49.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,8,2023-01-08,S116,2023,1,19.6,46.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,9,2023-01-09,S116,2023,1,15.3,39.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,10,2023-01-10,S116,2023,1,11.6,29.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,11,2023-01-11,S116,2023,1,12.7,37.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,12,2023-01-12,S116,2023,1,10.3,29.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,13,2023-01-13,S116,2023,1,13.5,39.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,14,2023-01-14,S116,2023,1,12.4,35,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,15,2023-01-15,S116,2023,1,17.3,55.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,16,2023-01-16,S116,2023,1,16.9,57.2,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,17,2023-01-17,S116,2023,1,17.9,54.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,18,2023-01-18,S116,2023,1,19.1,48.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,19,2023-01-19,S116,2023,1,17.4,51.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,20,2023-01-20,S116,2023,1,20,41.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,21,2023-01-21,S116,2023,1,14.4,38.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,22,2023-01-22,S116,2023,1,18.4,47.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,23,2023-01-23,S116,2023,1,18.9,35.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,24,2023-01-24,S116,2023,1,23.1,53.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,25,2023-01-25,S116,2023,1,21.3,43.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,26,2023-01-26,S116,2023,1,22.3,50.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,27,2023-01-27,S116,2023,1,25.8,52.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,28,2023-01-28,S116,2023,1,25.6,55.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,29,2023-01-29,S116,2023,1,23.3,60.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,30,2023-01-30,S116,2023,1,21.2,56.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,1,31,2023-01-31,S116,2023,1,21.3,48.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,1,2023-02-01,S116,2023,2,21.6,50.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,2,2023-02-02,S116,2023,2,17.2,47.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,3,2023-02-03,S116,2023,2,16.1,48.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,4,2023-02-04,S116,2023,2,17.5,46.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,5,2023-02-05,S116,2023,2,19,50.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,6,2023-02-06,S116,2023,2,24.3,48.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,7,2023-02-07,S116,2023,2,17.5,45,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,8,2023-02-08,S116,2023,2,15.8,50.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,9,2023-02-09,S116,2023,2,14.5,39.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,10,2023-02-10,S116,2023,2,14.9,48.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,11,2023-02-11,S116,2023,2,20.6,56.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,12,2023-02-12,S116,2023,2,16.3,58.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,13,2023-02-13,S116,2023,2,13.4,35,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,14,2023-02-14,S116,2023,2,14.1,35.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,15,2023-02-15,S116,2023,2,16.2,69.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,16,2023-02-16,S116,2023,2,18.8,53,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,17,2023-02-17,S116,2023,2,15.3,46.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,18,2023-02-18,S116,2023,2,17.5,50.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,19,2023-02-19,S116,2023,2,16.8,56.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,20,2023-02-20,S116,2023,2,15.6,49.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,21,2023-02-21,S116,2023,2,18.4,52.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,22,2023-02-22,S116,2023,2,17.5,61.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,23,2023-02-23,S116,2023,2,17.8,48.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,24,2023-02-24,S116,2023,2,18.1,56.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,25,2023-02-25,S116,2023,2,16,46.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,26,2023-02-26,S116,2023,2,20.2,55,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,27,2023-02-27,S116,2023,2,21.8,59.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,2,28,2023-02-28,S116,2023,2,23,50.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,1,2023-03-01,S116,2023,3,22.7,51.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,2,2023-03-02,S116,2023,3,16.1,51.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,3,2023-03-03,S116,2023,3,18.4,41.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,4,2023-03-04,S116,2023,3,23.1,56.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,5,2023-03-05,S116,2023,3,16.6,51.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,6,2023-03-06,S116,2023,3,18.5,48.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,7,2023-03-07,S116,2023,3,20.4,51.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,8,2023-03-08,S116,2023,3,19.9,54.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,9,2023-03-09,S116,2023,3,18.1,45.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,10,2023-03-10,S116,2023,3,17.7,51.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,11,2023-03-11,S116,2023,3,17.7,41.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,12,2023-03-12,S116,2023,3,15,40,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,13,2023-03-13,S116,2023,3,20.4,56.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,14,2023-03-14,S116,2023,3,17.5,47.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,15,2023-03-15,S116,2023,3,16.8,46.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,16,2023-03-16,S116,2023,3,19.6,45,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,17,2023-03-17,S116,2023,3,18.9,43.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,18,2023-03-18,S116,2023,3,16.2,45,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,19,2023-03-19,S116,2023,3,14.2,48.2,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,20,2023-03-20,S116,2023,3,13.6,43.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,21,2023-03-21,S116,2023,3,12.4,32.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,22,2023-03-22,S116,2023,3,11.3,34.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,23,2023-03-23,S116,2023,3,13.2,47.2,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,24,2023-03-24,S116,2023,3,12.2,43.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,25,2023-03-25,S116,2023,3,14.6,41.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,26,2023-03-26,S116,2023,3,16.2,41.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,27,2023-03-27,S116,2023,3,12.8,72.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,28,2023-03-28,S116,2023,3,14.1,33.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,29,2023-03-29,S116,2023,3,13.9,41.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,30,2023-03-30,S116,2023,3,15.6,48.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,3,31,2023-03-31,S116,2023,3,15.9,41.1,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,1,2023-04-01,S116,2023,4,12.7,48.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,2,2023-04-02,S116,2023,4,12.7,29.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,3,2023-04-03,S116,2023,4,15.8,49.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,4,2023-04-04,S116,2023,4,18.1,43.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,5,2023-04-05,S116,2023,4,15.5,62.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,6,2023-04-06,S116,2023,4,17.4,36.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,7,2023-04-07,S116,2023,4,12.1,34.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,8,2023-04-08,S116,2023,4,14.7,45.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,9,2023-04-09,S116,2023,4,13.1,36.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,10,2023-04-10,S116,2023,4,14.5,57.2,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,11,2023-04-11,S116,2023,4,13.1,29.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,12,2023-04-12,S116,2023,4,15.5,38.2,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,13,2023-04-13,S116,2023,4,14,54.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,14,2023-04-14,S116,2023,4,11,27.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,15,2023-04-15,S116,2023,4,13.3,42.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,16,2023-04-16,S116,2023,4,14.3,56.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,17,2023-04-17,S116,2023,4,16.8,67.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,18,2023-04-18,S116,2023,4,10.9,37.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,19,2023-04-19,S116,2023,4,11.1,31.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,20,2023-04-20,S116,2023,4,16.4,58.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,21,2023-04-21,S116,2023,4,12.5,42.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,22,2023-04-22,S116,2023,4,11.8,30.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,23,2023-04-23,S116,2023,4,12.8,37,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,24,2023-04-24,S116,2023,4,11.7,37,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,25,2023-04-25,S116,2023,4,12.9,31.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,26,2023-04-26,S116,2023,4,15.7,37,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,27,2023-04-27,S116,2023,4,14.3,44.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,28,2023-04-28,S116,2023,4,15.6,45,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,29,2023-04-29,S116,2023,4,16.2,47.2,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,4,30,2023-04-30,S116,2023,4,14.5,37.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,1,2023-05-01,S116,2023,5,15.1,37.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,2,2023-05-02,S116,2023,5,13.1,27.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,3,2023-05-03,S116,2023,5,13.1,51.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,4,2023-05-04,S116,2023,5,13.7,44.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,5,2023-05-05,S116,2023,5,15.1,38.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,6,2023-05-06,S116,2023,5,15.4,58.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,7,2023-05-07,S116,2023,5,20.2,53.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,8,2023-05-08,S116,2023,5,14.6,61.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,9,2023-05-09,S116,2023,5,11.6,35.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,10,2023-05-10,S116,2023,5,10.2,31.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,11,2023-05-11,S116,2023,5,11.9,32.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,12,2023-05-12,S116,2023,5,10.7,26.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,13,2023-05-13,S116,2023,5,11.1,31.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,14,2023-05-14,S116,2023,5,11.2,32.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,15,2023-05-15,S116,2023,5,12,55.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,16,2023-05-16,S116,2023,5,14.5,85,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,17,2023-05-17,S116,2023,5,11.6,46.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,18,2023-05-18,S116,2023,5,15.4,36.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,19,2023-05-19,S116,2023,5,15.2,49.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,20,2023-05-20,S116,2023,5,12.7,36.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,21,2023-05-21,S116,2023,5,13.9,56.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,22,2023-05-22,S116,2023,5,12.4,33.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,23,2023-05-23,S116,2023,5,16.6,58,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,24,2023-05-24,S116,2023,5,12.7,32.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,25,2023-05-25,S116,2023,5,10.9,35,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,26,2023-05-26,S116,2023,5,12.2,58.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,27,2023-05-27,S116,2023,5,15,39.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,28,2023-05-28,S116,2023,5,14.1,55.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,29,2023-05-29,S116,2023,5,15.8,61.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,30,2023-05-30,S116,2023,5,11.8,32.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,5,31,2023-05-31,S116,2023,5,11.9,37.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,1,2023-06-01,S116,2023,6,16.1,50.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,2,2023-06-02,S116,2023,6,12,29.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,3,2023-06-03,S116,2023,6,11.6,33.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,4,2023-06-04,S116,2023,6,14.8,52.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,5,2023-06-05,S116,2023,6,12,30.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,6,2023-06-06,S116,2023,6,14.2,42.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,7,2023-06-07,S116,2023,6,13.9,45.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,8,2023-06-08,S116,2023,6,12.2,33.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,9,2023-06-09,S116,2023,6,12,34.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,10,2023-06-10,S116,2023,6,12.4,42.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,11,2023-06-11,S116,2023,6,12.7,37.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,12,2023-06-12,S116,2023,6,15.1,45,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,13,2023-06-13,S116,2023,6,13.3,34.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,14,2023-06-14,S116,2023,6,15.3,44.3,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,15,2023-06-15,S116,2023,6,15.2,35.9,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,16,2023-06-16,S116,2023,6,12.8,35,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,17,2023-06-17,S116,2023,6,12.1,37.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,18,2023-06-18,S116,2023,6,15.1,64.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,19,2023-06-19,S116,2023,6,11.2,31.7,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,20,2023-06-20,S116,2023,6,13.9,34.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,21,2023-06-21,S116,2023,6,12.8,37.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,22,2023-06-22,S116,2023,6,12.7,37,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,23,2023-06-23,S116,2023,6,12.6,45.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,24,2023-06-24,S116,2023,6,14.5,59.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,25,2023-06-25,S116,2023,6,15.8,50.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,26,2023-06-26,S116,2023,6,18.3,52.2,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,27,2023-06-27,S116,2023,6,15.8,49.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,28,2023-06-28,S116,2023,6,15.7,54.4,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,29,2023-06-29,S116,2023,6,13.1,38.5,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,6,30,2023-06-30,S116,2023,6,15.8,57.6,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
Pasir Panjang,2023,7,1,2023-07-01,S116,2023,7,16.5,69.8,AWS,Pasir Panjang,"c(19228.1360184162, 29426.9314280394)"
