Station,Year,Month,Day,date,station,year,month,Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C)
Pulau Ubin,2022,2,27,2022-02-27,S106,2022,2,26.6,30.1,22.5
Pulau Ubin,2022,2,28,2022-02-28,S106,2022,2,27.3,31.7,24
Pulau Ubin,2022,3,1,2022-03-01,S106,2022,3,27.2,31.2,24.3
Pulau Ubin,2022,3,2,2022-03-02,S106,2022,3,26.4,32.2,22.6
Pulau Ubin,2022,3,3,2022-03-03,S106,2022,3,27,32.2,24.7
Pulau Ubin,2022,3,4,2022-03-04,S106,2022,3,27.4,31.3,24.7
Pulau Ubin,2022,3,5,2022-03-05,S106,2022,3,26.4,33.8,22.7
Pulau Ubin,2022,3,6,2022-03-06,S106,2022,3,26.2,31.2,24.2
Pulau Ubin,2022,3,7,2022-03-07,S106,2022,3,26.9,32.1,24.8
Pulau Ubin,2022,3,8,2022-03-08,S106,2022,3,27.6,31.9,24.7
Pulau Ubin,2022,3,9,2022-03-09,S106,2022,3,27.7,31.2,24.8
Pulau Ubin,2022,3,10,2022-03-10,S106,2022,3,27.4,31.9,23.7
Pulau Ubin,2022,3,11,2022-03-11,S106,2022,3,27,33,24.7
Pulau Ubin,2022,3,12,2022-03-12,S106,2022,3,27.7,33.8,23.9
Pulau Ubin,2022,3,13,2022-03-13,S106,2022,3,27.7,34.6,23.4
Pulau Ubin,2022,3,14,2022-03-14,S106,2022,3,28.3,32.5,25.5
Pulau Ubin,2022,3,15,2022-03-15,S106,2022,3,25.9,32,23.2
Pulau Ubin,2022,3,16,2022-03-16,S106,2022,3,27.6,33,23.5
Pulau Ubin,2022,3,17,2022-03-17,S106,2022,3,27,33,24.4
Pulau Ubin,2022,3,18,2022-03-18,S106,2022,3,27.3,32.9,25
Pulau Ubin,2022,3,19,2022-03-19,S106,2022,3,27.9,33.9,25.1
Pulau Ubin,2022,3,20,2022-03-20,S106,2022,3,28.3,33.9,25.9
Pulau Ubin,2022,3,21,2022-03-21,S106,2022,3,27.5,33.3,21.8
Pulau Ubin,2022,3,22,2022-03-22,S106,2022,3,27.7,31.9,26.2
Pulau Ubin,2022,3,23,2022-03-23,S106,2022,3,27.5,32.9,25.4
Pulau Ubin,2022,3,24,2022-03-24,S106,2022,3,27.1,33.5,23.4
Pulau Ubin,2022,3,25,2022-03-25,S106,2022,3,27.6,33.4,24.8
Pulau Ubin,2022,3,26,2022-03-26,S106,2022,3,27.3,33.3,24
Pulau Ubin,2022,3,27,2022-03-27,S106,2022,3,27.3,33.6,23.1
Pulau Ubin,2022,3,28,2022-03-28,S106,2022,3,26.9,34,23.9
Pulau Ubin,2022,3,29,2022-03-29,S106,2022,3,27.3,33,24
Pulau Ubin,2022,3,30,2022-03-30,S106,2022,3,27.8,33.3,24.7
Pulau Ubin,2022,3,31,2022-03-31,S106,2022,3,27,33.4,23.9
Pulau Ubin,2022,4,1,2022-04-01,S106,2022,4,27.7,33.8,24.3
Pulau Ubin,2022,4,2,2022-04-02,S106,2022,4,27.3,33.9,24.5
Pulau Ubin,2022,4,3,2022-04-03,S106,2022,4,26.5,30.8,24.6
Pulau Ubin,2022,4,4,2022-04-04,S106,2022,4,27.3,33.3,23
Pulau Ubin,2022,4,5,2022-04-05,S106,2022,4,27.1,30.9,24.9
Pulau Ubin,2022,4,6,2022-04-06,S106,2022,4,26.8,33.7,23.5
Pulau Ubin,2022,4,7,2022-04-07,S106,2022,4,25.8,27.8,24.1
Pulau Ubin,2022,4,8,2022-04-08,S106,2022,4,27,33.5,24.1
Pulau Ubin,2022,4,9,2022-04-09,S106,2022,4,26.2,30.7,23.1
Pulau Ubin,2022,4,10,2022-04-10,S106,2022,4,26.2,32.2,24.4
Pulau Ubin,2022,4,11,2022-04-11,S106,2022,4,26.2,31.4,24
Pulau Ubin,2022,4,12,2022-04-12,S106,2022,4,27.5,33.3,23.9
Pulau Ubin,2022,4,13,2022-04-13,S106,2022,4,27.4,32.1,24.9
Pulau Ubin,2022,4,14,2022-04-14,S106,2022,4,28.2,33.3,23.2
Pulau Ubin,2022,4,15,2022-04-15,S106,2022,4,27.4,31.8,24.1
Pulau Ubin,2022,4,16,2022-04-16,S106,2022,4,28.3,33.5,23.6
Pulau Ubin,2022,4,17,2022-04-17,S106,2022,4,27.8,33.7,25
Pulau Ubin,2022,4,18,2022-04-18,S106,2022,4,27.2,32.6,24
Pulau Ubin,2022,4,19,2022-04-19,S106,2022,4,26.9,32.5,23.8
Pulau Ubin,2022,4,20,2022-04-20,S106,2022,4,27.8,32.7,25
Pulau Ubin,2022,4,21,2022-04-21,S106,2022,4,25.8,29.2,23.8
Pulau Ubin,2022,4,22,2022-04-22,S106,2022,4,28.2,32.9,24.7
Pulau Ubin,2022,4,23,2022-04-23,S106,2022,4,28.5,33.7,25.6
Pulau Ubin,2022,4,24,2022-04-24,S106,2022,4,28.1,32.6,25.6
Pulau Ubin,2022,4,25,2022-04-25,S106,2022,4,28.1,33.4,25.7
Pulau Ubin,2022,4,26,2022-04-26,S106,2022,4,28.1,31.4,24.9
Pulau Ubin,2022,4,27,2022-04-27,S106,2022,4,26.8,33.1,24.8
Pulau Ubin,2022,4,28,2022-04-28,S106,2022,4,27.6,34,24.5
Pulau Ubin,2022,4,29,2022-04-29,S106,2022,4,27.8,33.1,25
Pulau Ubin,2022,4,30,2022-04-30,S106,2022,4,27.7,33.5,24.4
Pulau Ubin,2022,5,1,2022-05-01,S106,2022,5,28.2,32.5,25.9
Pulau Ubin,2022,5,2,2022-05-02,S106,2022,5,27.7,31.6,24.5
Pulau Ubin,2022,5,3,2022-05-03,S106,2022,5,28.2,33.1,24.2
Pulau Ubin,2022,5,4,2022-05-04,S106,2022,5,27.7,30.9,24.2
Pulau Ubin,2022,5,5,2022-05-05,S106,2022,5,28.8,32.9,26.5
Pulau Ubin,2022,5,6,2022-05-06,S106,2022,5,29.4,34.6,26.3
Pulau Ubin,2022,5,7,2022-05-07,S106,2022,5,27.1,32.3,24.7
Pulau Ubin,2022,5,8,2022-05-08,S106,2022,5,27.2,30.5,24.6
Pulau Ubin,2022,5,9,2022-05-09,S106,2022,5,29.6,33.8,26.7
Pulau Ubin,2022,5,10,2022-05-10,S106,2022,5,29.7,34.6,26.3
Pulau Ubin,2022,5,11,2022-05-11,S106,2022,5,27.1,30.6,24.4
Pulau Ubin,2022,5,12,2022-05-12,S106,2022,5,29.1,34.1,25.8
Pulau Ubin,2022,5,13,2022-05-13,S106,2022,5,28.1,33.8,25.4
Pulau Ubin,2022,5,14,2022-05-14,S106,2022,5,28.6,33.6,25.6
Pulau Ubin,2022,5,15,2022-05-15,S106,2022,5,27.7,34.1,23.4
Pulau Ubin,2022,5,16,2022-05-16,S106,2022,5,26.8,32.9,24.2
Pulau Ubin,2022,5,17,2022-05-17,S106,2022,5,28.6,33.2,24.9
Pulau Ubin,2022,5,18,2022-05-18,S106,2022,5,29.4,34.5,25.9
Pulau Ubin,2022,5,19,2022-05-19,S106,2022,5,27.3,32.6,24.8
Pulau Ubin,2022,5,20,2022-05-20,S106,2022,5,27.2,33.6,23.1
Pulau Ubin,2022,5,21,2022-05-21,S106,2022,5,27.4,33.7,24.2
Pulau Ubin,2022,5,22,2022-05-22,S106,2022,5,28.6,33.8,25.9
Pulau Ubin,2022,5,23,2022-05-23,S106,2022,5,28.1,34.5,24.2
Pulau Ubin,2022,5,24,2022-05-24,S106,2022,5,28.6,34.2,24.1
Pulau Ubin,2022,5,25,2022-05-25,S106,2022,5,27.4,34,23.8
Pulau Ubin,2022,5,26,2022-05-26,S106,2022,5,27.8,33.9,23.5
Pulau Ubin,2022,5,27,2022-05-27,S106,2022,5,28.8,34.2,25.6
Pulau Ubin,2022,5,28,2022-05-28,S106,2022,5,28.7,34.3,25.5
Pulau Ubin,2022,5,29,2022-05-29,S106,2022,5,29.3,35.1,25.6
Pulau Ubin,2022,5,30,2022-05-30,S106,2022,5,29,33.9,25.7
Pulau Ubin,2022,5,31,2022-05-31,S106,2022,5,28.9,34.1,25.1
Pulau Ubin,2022,6,1,2022-06-01,S106,2022,6,27.8,31.9,25.8
Pulau Ubin,2022,6,2,2022-06-02,S106,2022,6,27.2,31.5,25.3
Pulau Ubin,2022,6,3,2022-06-03,S106,2022,6,26.8,30.3,24.2
Pulau Ubin,2022,6,4,2022-06-04,S106,2022,6,27.8,33,23.8
Pulau Ubin,2022,6,5,2022-06-05,S106,2022,6,27,33.3,24.6
Pulau Ubin,2022,6,6,2022-06-06,S106,2022,6,27.6,32.2,23.2
Pulau Ubin,2022,6,7,2022-06-07,S106,2022,6,26.7,29.1,25.4
Pulau Ubin,2022,6,8,2022-06-08,S106,2022,6,27.4,33.4,24.2
Pulau Ubin,2022,6,9,2022-06-09,S106,2022,6,26.5,31.2,23.7
Pulau Ubin,2022,6,10,2022-06-10,S106,2022,6,27.8,33.7,24.9
Pulau Ubin,2022,6,11,2022-06-11,S106,2022,6,26.2,32.4,22.7
Pulau Ubin,2022,6,12,2022-06-12,S106,2022,6,26.6,29.2,25
Pulau Ubin,2022,6,13,2022-06-13,S106,2022,6,27.3,32.9,23.9
Pulau Ubin,2022,6,14,2022-06-14,S106,2022,6,27.3,32.8,24.3
Pulau Ubin,2022,6,15,2022-06-15,S106,2022,6,27.7,32.7,25.3
Pulau Ubin,2022,6,16,2022-06-16,S106,2022,6,25.8,29.8,23.2
Pulau Ubin,2022,6,17,2022-06-17,S106,2022,6,27.2,31.3,24.5
Pulau Ubin,2022,6,18,2022-06-18,S106,2022,6,27.3,32.4,24.7
Pulau Ubin,2022,6,19,2022-06-19,S106,2022,6,26.9,32.4,24.2
Pulau Ubin,2022,6,20,2022-06-20,S106,2022,6,25.8,27.6,24.4
Pulau Ubin,2022,6,21,2022-06-21,S106,2022,6,27,31.4,25.3
Pulau Ubin,2022,6,22,2022-06-22,S106,2022,6,27.2,31.5,25.1
Pulau Ubin,2022,6,23,2022-06-23,S106,2022,6,26.4,31.5,24.8
Pulau Ubin,2022,6,24,2022-06-24,S106,2022,6,27,32.6,24.6
Pulau Ubin,2022,6,25,2022-06-25,S106,2022,6,26.2,28.9,23.8
Pulau Ubin,2022,6,26,2022-06-26,S106,2022,6,28.1,33.6,25
Pulau Ubin,2022,6,27,2022-06-27,S106,2022,6,28.4,33.2,25.1
Pulau Ubin,2022,6,28,2022-06-28,S106,2022,6,27.3,33.7,24.3
Pulau Ubin,2022,6,29,2022-06-29,S106,2022,6,28.2,33.4,24.6
Pulau Ubin,2022,6,30,2022-06-30,S106,2022,6,25.9,30.2,23.8
Pulau Ubin,2022,7,1,2022-07-01,S106,2022,7,28.2,33.3,24.9
Pulau Ubin,2022,7,2,2022-07-02,S106,2022,7,28.1,32.9,25.1
Pulau Ubin,2022,7,3,2022-07-03,S106,2022,7,28.4,33.6,25.2
Pulau Ubin,2022,7,4,2022-07-04,S106,2022,7,27.4,33.7,23.7
Pulau Ubin,2022,7,5,2022-07-05,S106,2022,7,26,31.9,24.3
Pulau Ubin,2022,7,6,2022-07-06,S106,2022,7,27.8,31.6,25.2
Pulau Ubin,2022,7,7,2022-07-07,S106,2022,7,28.9,33.6,25.1
Pulau Ubin,2022,7,8,2022-07-08,S106,2022,7,27.5,32.1,23.9
Pulau Ubin,2022,7,9,2022-07-09,S106,2022,7,28.6,33.5,25.7
Pulau Ubin,2022,7,10,2022-07-10,S106,2022,7,26.5,31.1,23.6
Pulau Ubin,2022,7,11,2022-07-11,S106,2022,7,27.8,32.7,24.6
Pulau Ubin,2022,7,12,2022-07-12,S106,2022,7,28.3,32.7,25.6
Pulau Ubin,2022,7,13,2022-07-13,S106,2022,7,28,32.3,25.2
Pulau Ubin,2022,7,14,2022-07-14,S106,2022,7,27.6,33,24.5
Pulau Ubin,2022,7,15,2022-07-15,S106,2022,7,27.6,32.9,24.6
Pulau Ubin,2022,7,16,2022-07-16,S106,2022,7,28.8,33.1,25.7
Pulau Ubin,2022,7,17,2022-07-17,S106,2022,7,29.6,33.5,27.5
Pulau Ubin,2022,7,18,2022-07-18,S106,2022,7,29.3,33.4,26.5
Pulau Ubin,2022,7,19,2022-07-19,S106,2022,7,29.3,33.5,27
Pulau Ubin,2022,7,20,2022-07-20,S106,2022,7,26.2,30.1,22.2
Pulau Ubin,2022,7,21,2022-07-21,S106,2022,7,27.7,33.2,24.8
Pulau Ubin,2022,7,22,2022-07-22,S106,2022,7,27,32.1,24.5
Pulau Ubin,2022,7,23,2022-07-23,S106,2022,7,27.4,32.8,25.2
Pulau Ubin,2022,7,24,2022-07-24,S106,2022,7,26.4,31.7,23.3
Pulau Ubin,2022,7,25,2022-07-25,S106,2022,7,26.3,30.9,24.1
Pulau Ubin,2022,7,26,2022-07-26,S106,2022,7,26.4,29.5,24.3
Pulau Ubin,2022,7,27,2022-07-27,S106,2022,7,28.5,33,25.1
Pulau Ubin,2022,7,28,2022-07-28,S106,2022,7,28.4,32.6,25.6
Pulau Ubin,2022,7,29,2022-07-29,S106,2022,7,27.2,32.4,23.6
Pulau Ubin,2022,7,30,2022-07-30,S106,2022,7,27.8,33,24
Pulau Ubin,2022,7,31,2022-07-31,S106,2022,7,27.7,32.6,24.7
Pulau Ubin,2022,8,1,2022-08-01,S106,2022,8,26.7,31.6,23.2
Pulau Ubin,2022,8,2,2022-08-02,S106,2022,8,26.1,31.8,23.5
Pulau Ubin,2022,8,3,2022-08-03,S106,2022,8,25.5,28.6,24
Pulau Ubin,2022,8,4,2022-08-04,S106,2022,8,25.8,28.9,24.4
Pulau Ubin,2022,8,5,2022-08-05,S106,2022,8,26.7,31.4,24
Pulau Ubin,2022,8,6,2022-08-06,S106,2022,8,28.2,33.5,24.3
Pulau Ubin,2022,8,7,2022-08-07,S106,2022,8,28.4,32.4,25.7
Pulau Ubin,2022,8,8,2022-08-08,S106,2022,8,28.9,32.6,26.2
Pulau Ubin,2022,8,9,2022-08-09,S106,2022,8,28.4,33.3,25
Pulau Ubin,2022,8,10,2022-08-10,S106,2022,8,28.6,33.5,25.5
Pulau Ubin,2022,8,11,2022-08-11,S106,2022,8,29.5,34.7,26.1
Pulau Ubin,2022,8,12,2022-08-12,S106,2022,8,28.9,33.7,26.1
Pulau Ubin,2022,8,13,2022-08-13,S106,2022,8,26.9,31.8,23.9
Pulau Ubin,2022,8,14,2022-08-14,S106,2022,8,27.6,32.7,23.9
Pulau Ubin,2022,8,15,2022-08-15,S106,2022,8,28,32.3,25.6
Pulau Ubin,2022,8,16,2022-08-16,S106,2022,8,27,32.1,24
Pulau Ubin,2022,8,17,2022-08-17,S106,2022,8,28.4,33.5,25.3
Pulau Ubin,2022,8,18,2022-08-18,S106,2022,8,28.5,33.8,25.6
Pulau Ubin,2022,8,19,2022-08-19,S106,2022,8,28.2,33.6,26
Pulau Ubin,2022,8,20,2022-08-20,S106,2022,8,27.2,32.7,24.6
Pulau Ubin,2022,8,21,2022-08-21,S106,2022,8,25.9,30.3,23.7
Pulau Ubin,2022,8,22,2022-08-22,S106,2022,8,28.2,33.4,24.7
Pulau Ubin,2022,8,23,2022-08-23,S106,2022,8,26.3,29.2,24.2
Pulau Ubin,2022,8,24,2022-08-24,S106,2022,8,26.9,32.6,23.8
Pulau Ubin,2022,8,25,2022-08-25,S106,2022,8,26,30.9,23.7
Pulau Ubin,2022,8,26,2022-08-26,S106,2022,8,25.5,27,24.2
Pulau Ubin,2022,8,27,2022-08-27,S106,2022,8,26.1,32.4,23.2
Pulau Ubin,2022,8,28,2022-08-28,S106,2022,8,26.7,31.9,24
Pulau Ubin,2022,8,29,2022-08-29,S106,2022,8,26.1,30.1,24.3
Pulau Ubin,2022,8,30,2022-08-30,S106,2022,8,26.1,29.4,24.7
Pulau Ubin,2022,8,31,2022-08-31,S106,2022,8,28,33.2,24.9
Pulau Ubin,2022,9,1,2022-09-01,S106,2022,9,27.9,33.7,25.2
Pulau Ubin,2022,9,2,2022-09-02,S106,2022,9,25.7,28.7,23.7
Pulau Ubin,2022,9,3,2022-09-03,S106,2022,9,27.6,33,24.5
Pulau Ubin,2022,9,4,2022-09-04,S106,2022,9,26.8,32,25
Pulau Ubin,2022,9,5,2022-09-05,S106,2022,9,26.3,32.8,23.6
Pulau Ubin,2022,9,6,2022-09-06,S106,2022,9,27.6,33.1,24.5
Pulau Ubin,2022,9,7,2022-09-07,S106,2022,9,26.4,29.6,24.6
Pulau Ubin,2022,9,8,2022-09-08,S106,2022,9,27.5,32.3,24.8
Pulau Ubin,2022,9,9,2022-09-09,S106,2022,9,26.1,30.8,24.5
Pulau Ubin,2022,9,10,2022-09-10,S106,2022,9,27.8,33,24.4
Pulau Ubin,2022,9,11,2022-09-11,S106,2022,9,26.6,31.2,24.2
Pulau Ubin,2022,9,12,2022-09-12,S106,2022,9,27.4,32.7,22.9
Pulau Ubin,2022,9,13,2022-09-13,S106,2022,9,26.7,31.5,25.1
Pulau Ubin,2022,9,14,2022-09-14,S106,2022,9,26.4,30.5,25.2
Pulau Ubin,2022,9,15,2022-09-15,S106,2022,9,27.4,33.1,24.8
Pulau Ubin,2022,9,16,2022-09-16,S106,2022,9,28,33.1,24.5
Pulau Ubin,2022,9,17,2022-09-17,S106,2022,9,27.1,31,24.8
Pulau Ubin,2022,9,18,2022-09-18,S106,2022,9,25.2,27.1,22.7
Pulau Ubin,2022,9,19,2022-09-19,S106,2022,9,27,31.3,24.4
Pulau Ubin,2022,9,20,2022-09-20,S106,2022,9,26.2,29,23.7
Pulau Ubin,2022,9,21,2022-09-21,S106,2022,9,27.9,33.2,24.5
Pulau Ubin,2022,9,22,2022-09-22,S106,2022,9,25.9,28.9,23.3
Pulau Ubin,2022,9,23,2022-09-23,S106,2022,9,28.1,32.7,24.6
Pulau Ubin,2022,9,24,2022-09-24,S106,2022,9,27.1,32.1,24.2
Pulau Ubin,2022,9,25,2022-09-25,S106,2022,9,25.8,29.6,22.6
Pulau Ubin,2022,9,26,2022-09-26,S106,2022,9,27.1,30.6,25.3
Pulau Ubin,2022,9,27,2022-09-27,S106,2022,9,27.8,33,24.4
Pulau Ubin,2022,9,28,2022-09-28,S106,2022,9,27.8,32.9,24.1
Pulau Ubin,2022,9,29,2022-09-29,S106,2022,9,26.8,31.6,22.9
Pulau Ubin,2022,9,30,2022-09-30,S106,2022,9,28.1,33.3,25
Pulau Ubin,2022,10,1,2022-10-01,S106,2022,10,26.6,32.4,23.8
Pulau Ubin,2022,10,2,2022-10-02,S106,2022,10,26.6,32.6,23.7
Pulau Ubin,2022,10,3,2022-10-03,S106,2022,10,25.7,31.8,22.9
Pulau Ubin,2022,10,4,2022-10-04,S106,2022,10,26.2,30.4,24.2
Pulau Ubin,2022,10,5,2022-10-05,S106,2022,10,26,28.9,23.6
Pulau Ubin,2022,10,6,2022-10-06,S106,2022,10,25.9,30.7,23.6
Pulau Ubin,2022,10,7,2022-10-07,S106,2022,10,25,29.5,23.3
Pulau Ubin,2022,10,8,2022-10-08,S106,2022,10,27,32.3,23.8
Pulau Ubin,2022,10,9,2022-10-09,S106,2022,10,27.7,32.1,24.8
Pulau Ubin,2022,10,10,2022-10-10,S106,2022,10,25.9,29.2,23
Pulau Ubin,2022,10,11,2022-10-11,S106,2022,10,27.7,33.3,24.1
Pulau Ubin,2022,10,12,2022-10-12,S106,2022,10,25.9,29.5,23.3
Pulau Ubin,2022,10,13,2022-10-13,S106,2022,10,28,33.2,24.6
Pulau Ubin,2022,10,14,2022-10-14,S106,2022,10,27.6,32,24.5
Pulau Ubin,2022,10,15,2022-10-15,S106,2022,10,27.8,33.1,25.3
Pulau Ubin,2022,10,16,2022-10-16,S106,2022,10,26.3,31.2,23.3
Pulau Ubin,2022,10,17,2022-10-17,S106,2022,10,27.2,32.7,23.5
Pulau Ubin,2022,10,18,2022-10-18,S106,2022,10,27.8,32.7,24.5
Pulau Ubin,2022,10,19,2022-10-19,S106,2022,10,27.3,31.8,24.1
Pulau Ubin,2022,10,20,2022-10-20,S106,2022,10,28.8,34.1,25.6
Pulau Ubin,2022,10,21,2022-10-21,S106,2022,10,25.7,29.5,23.1
Pulau Ubin,2022,10,22,2022-10-22,S106,2022,10,26.1,32.4,24
Pulau Ubin,2022,10,23,2022-10-23,S106,2022,10,26.6,30.3,23.9
Pulau Ubin,2022,10,24,2022-10-24,S106,2022,10,26.8,29.7,25.1
Pulau Ubin,2022,10,25,2022-10-25,S106,2022,10,26.5,31.6,23.4
Pulau Ubin,2022,10,26,2022-10-26,S106,2022,10,26.1,29.2,24.1
Pulau Ubin,2022,10,27,2022-10-27,S106,2022,10,27.5,32.9,24.2
Pulau Ubin,2022,10,28,2022-10-28,S106,2022,10,27.333333333333332,32.666666666666664,23.933333333333334
Pulau Ubin,2022,10,29,2022-10-29,S106,2022,10,27.166666666666668,32.43333333333334,23.666666666666664
Pulau Ubin,2022,10,30,2022-10-30,S106,2022,10,27,32.2,23.4
Pulau Ubin,2022,10,31,2022-10-31,S106,2022,10,26.7,32.3,23.2
Pulau Ubin,2022,11,1,2022-11-01,S106,2022,11,26.5,29.2,24.8
Pulau Ubin,2022,11,2,2022-11-02,S106,2022,11,26.9,31.3,24.2
Pulau Ubin,2022,11,3,2022-11-03,S106,2022,11,26.9,32.4,24.1
Pulau Ubin,2022,11,4,2022-11-04,S106,2022,11,28.3,33.9,24.3
Pulau Ubin,2022,11,5,2022-11-05,S106,2022,11,24.7,27.2,22.2
Pulau Ubin,2022,11,6,2022-11-06,S106,2022,11,26.1,31.8,24
Pulau Ubin,2022,11,7,2022-11-07,S106,2022,11,26.1,33.1,23.1
Pulau Ubin,2022,11,8,2022-11-08,S106,2022,11,25.4,32.4,23.4
Pulau Ubin,2022,11,9,2022-11-09,S106,2022,11,25.9,28.3,24
Pulau Ubin,2022,11,10,2022-11-10,S106,2022,11,26.1,30.6,24.3
Pulau Ubin,2022,11,11,2022-11-11,S106,2022,11,26.8,32.1,24.2
Pulau Ubin,2022,11,12,2022-11-12,S106,2022,11,25.9,31.9,23.9
Pulau Ubin,2022,11,13,2022-11-13,S106,2022,11,26.5,30.6,23.8
Pulau Ubin,2022,11,14,2022-11-14,S106,2022,11,27.1,31.9,23.4
Pulau Ubin,2022,11,15,2022-11-15,S106,2022,11,27.1,31.6,23.1
Pulau Ubin,2022,11,16,2022-11-16,S106,2022,11,26.7,33.4,23.8
Pulau Ubin,2022,11,17,2022-11-17,S106,2022,11,27.1,31.8,24
Pulau Ubin,2022,11,18,2022-11-18,S106,2022,11,27.7,32.1,25
Pulau Ubin,2022,11,19,2022-11-19,S106,2022,11,25.5,27.1,23
Pulau Ubin,2022,11,20,2022-11-20,S106,2022,11,27.5,31.9,23.8
Pulau Ubin,2022,11,21,2022-11-21,S106,2022,11,27.8,33.4,22.6
Pulau Ubin,2022,11,22,2022-11-22,S106,2022,11,28.9,33.1,25.1
Pulau Ubin,2022,11,23,2022-11-23,S106,2022,11,26.4,30,23.4
Pulau Ubin,2022,11,24,2022-11-24,S106,2022,11,28.1,34.2,23.3
Pulau Ubin,2022,11,25,2022-11-25,S106,2022,11,27,31.2,23.5
Pulau Ubin,2022,11,26,2022-11-26,S106,2022,11,27,32.7,23.9
Pulau Ubin,2022,11,27,2022-11-27,S106,2022,11,25.5,29.1,23.6
Pulau Ubin,2022,11,28,2022-11-28,S106,2022,11,26.5,32.7,23.9
Pulau Ubin,2022,11,29,2022-11-29,S106,2022,11,26.5,32,24.2
Pulau Ubin,2022,11,30,2022-11-30,S106,2022,11,26.3,33.3,22.5
Pulau Ubin,2022,12,1,2022-12-01,S106,2022,12,25.1,30.7,23.2
Pulau Ubin,2022,12,2,2022-12-02,S106,2022,12,25.6,29.6,24.4
Pulau Ubin,2022,12,3,2022-12-03,S106,2022,12,26.9,32.4,23.4
Pulau Ubin,2022,12,4,2022-12-04,S106,2022,12,26,30.1,24.1
Pulau Ubin,2022,12,5,2022-12-05,S106,2022,12,26.1,31.4,24.3
Pulau Ubin,2022,12,6,2022-12-06,S106,2022,12,26.1,32.2,23.9
Pulau Ubin,2022,12,7,2022-12-07,S106,2022,12,26.6,31.8,24.3
Pulau Ubin,2022,12,8,2022-12-08,S106,2022,12,26.4,30.3,24.4
Pulau Ubin,2022,12,9,2022-12-09,S106,2022,12,26.1,30.5,23.8
Pulau Ubin,2022,12,10,2022-12-10,S106,2022,12,26.8,31.3,24.2
Pulau Ubin,2022,12,11,2022-12-11,S106,2022,12,25.1,27,23.6
Pulau Ubin,2022,12,12,2022-12-12,S106,2022,12,26.2,29.7,23.8
Pulau Ubin,2022,12,13,2022-12-13,S106,2022,12,25.6,30.8,23.5
Pulau Ubin,2022,12,14,2022-12-14,S106,2022,12,24.9,26.1,24.1
Pulau Ubin,2022,12,15,2022-12-15,S106,2022,12,25.4,29.35,23.85
Pulau Ubin,2022,12,16,2022-12-16,S106,2022,12,26.6,32.6,23.6
Pulau Ubin,2022,12,17,2022-12-17,S106,2022,12,25.9,31.6,23.2
Pulau Ubin,2022,12,18,2022-12-18,S106,2022,12,25.9,31.2,23.6
Pulau Ubin,2022,12,19,2022-12-19,S106,2022,12,25.3,27.7,24.2
Pulau Ubin,2022,12,20,2022-12-20,S106,2022,12,26,29.45,23.799999999999997
Pulau Ubin,2022,12,21,2022-12-21,S106,2022,12,26.7,31.2,23.4
Pulau Ubin,2022,12,22,2022-12-22,S106,2022,12,25.6,29.2,23.5
Pulau Ubin,2022,12,23,2022-12-23,S106,2022,12,26.1,29.6,23.9
Pulau Ubin,2022,12,24,2022-12-24,S106,2022,12,26.6,30,24.3
Pulau Ubin,2022,12,25,2022-12-25,S106,2022,12,27.1,31.3,24.4
Pulau Ubin,2022,12,26,2022-12-26,S106,2022,12,27,30.2,25.1
Pulau Ubin,2022,12,27,2022-12-27,S106,2022,12,26.7,29.9,23.8
Pulau Ubin,2022,12,28,2022-12-28,S106,2022,12,26.666666666666668,30.133333333333333,23.8
Pulau Ubin,2022,12,29,2022-12-29,S106,2022,12,26.633333333333333,30.366666666666667,23.8
Pulau Ubin,2022,12,30,2022-12-30,S106,2022,12,26.6,30.6,23.8
Pulau Ubin,2022,12,31,2022-12-31,S106,2022,12,27.1,31.3,24.2
Pulau Ubin,2023,1,1,2023-01-01,S106,2023,1,26.7,30.7,24.5
Pulau Ubin,2023,1,2,2023-01-02,S106,2023,1,27,31.5,24.3
Pulau Ubin,2023,1,3,2023-01-03,S106,2023,1,26.8,31.4,24.4
Pulau Ubin,2023,1,4,2023-01-04,S106,2023,1,25.9,28.6,23.5
Pulau Ubin,2023,1,5,2023-01-05,S106,2023,1,26.3,31.6,24.1
Pulau Ubin,2023,1,6,2023-01-06,S106,2023,1,27.5,33.6,23.9
Pulau Ubin,2023,1,7,2023-01-07,S106,2023,1,27,32.6,24.7
Pulau Ubin,2023,1,8,2023-01-08,S106,2023,1,27.6,33.8,24.2
Pulau Ubin,2023,1,9,2023-01-09,S106,2023,1,26.4,32.2,24.3
Pulau Ubin,2023,1,10,2023-01-10,S106,2023,1,26.6,32.4,24.3
Pulau Ubin,2023,1,11,2023-01-11,S106,2023,1,25.3,29.6,23.8
Pulau Ubin,2023,1,12,2023-01-12,S106,2023,1,27,33.1,23.4
Pulau Ubin,2023,1,13,2023-01-13,S106,2023,1,26,32.2,23.1
Pulau Ubin,2023,1,14,2023-01-14,S106,2023,1,26.2,32.6,23.8
Pulau Ubin,2023,1,15,2023-01-15,S106,2023,1,26.3,31.9,24
Pulau Ubin,2023,1,16,2023-01-16,S106,2023,1,26.9,30.6,23.9
Pulau Ubin,2023,1,17,2023-01-17,S106,2023,1,27.4,31.9,23.8
Pulau Ubin,2023,1,18,2023-01-18,S106,2023,1,26.8,31.2,23.8
Pulau Ubin,2023,1,19,2023-01-19,S106,2023,1,25.9,29.1,24.1
